image_path,class_id,class_name,split,content_hash
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (420).png,1,Doubtful,test,23f3af38cb90ad36abb8384c50fcf8a5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (421).png,1,Doubtful,train,7846f7e793f6c0c93b6ae77c4e6ac164
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (422).png,1,Doubtful,train,d9535ceaf15f2a51563459f80a0563e5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (423).png,1,Doubtful,train,a5871b12ac53cb051bbe7dbd5190a765
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (424).png,1,Doubtful,val,854547c42b9beefff4995e0a5051ad49
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (425).png,1,Doubtful,train,00b7584bbeb7b936d772008b8bfaff58
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (426).png,1,Doubtful,train,fbbead6ec355eb360d5ada210eff4685
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (427).png,1,Doubtful,train,14bd9bb7b915252d6406920755aa6adf
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (428).png,1,Doubtful,train,90ce1f27d76eda68106faeb94c25044b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (429).png,1,Doubtful,train,987546fafcf75fdc4fd73cd3ebeef814
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (43).png,1,Doubtful,test,9a257cb366bfb4dde60fed3fff0bf1fa
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (430).png,1,Doubtful,val,2a43da637fbd08371fb17396532ad857
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (431).png,1,Doubtful,test,aa9ae62a22b4d9d3fabbf4747b4fc577
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (432).png,1,Doubtful,train,8a5674f7742e60315adfc5bc98f41d5a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (433).png,1,Doubtful,train,23409474f981d504d0a6f19ed468cecc
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (434).png,1,Doubtful,train,757069c6cf6b360fdb8b7b5bbff64ec7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (435).png,1,Doubtful,val,07236c2d3aa9f062d6fd8a2a0ecb6d4b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (436).png,1,Doubtful,train,363d7177924b7c1980c699cc1f3d497f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (437).png,1,Doubtful,train,e7a7a9eba599a09587b1a98470018723
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (438).png,1,Doubtful,val,6ae6c971d693da50ea9d2dd7b1b20244
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (439).png,1,Doubtful,train,d3ce11a92ed914230e6152e4fa620578
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (44).png,1,Doubtful,train,1f860ed906f2c0ee6f3a1aa9246f0685
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (440).png,1,Doubtful,val,477a793097bda10b81fd6cf173a98475
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (441).png,1,Doubtful,train,0f1f397a5ba54d81f2a77b2bd6cd99e3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (442).png,1,Doubtful,train,c3a29317c94f2b72627e6ced4dc3b093
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (443).png,1,Doubtful,val,f71ef3141ccfb61a59ddb8b50b34dd05
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (444).png,1,Doubtful,train,e9970331e28a900907c047564fb5dfa7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (445).png,1,Doubtful,test,d2b71c87c20219c206eaf27dd0cf707a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (446).png,1,Doubtful,train,0fd7cd9dc4293a2b144d23e5c9b60a72
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (447).png,1,Doubtful,val,ab707b66e83695b8dd9340e1386fab4f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (448).png,1,Doubtful,train,3921388d9dc86d6e78c3908083eaf811
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (449).png,1,Doubtful,train,4c0d5818da7a6575d271af234ab436df
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (45).png,1,Doubtful,train,6d604dde4da5fcbe617e5b35e917e53c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (450).png,1,Doubtful,train,05e0f87a8d481b7cff8ea7db2654d712
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (451).png,1,Doubtful,test,d4df99a4cd89da253cdc7d06739b0b1b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (452).png,1,Doubtful,test,49c28e8a995b1ecdc47d04e72a9b7c83
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (453).png,1,Doubtful,val,ab707b66e83695b8dd9340e1386fab4f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (454).png,1,Doubtful,train,4a836b060cb62f3dd6ebf97160b26326
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (455).png,1,Doubtful,val,f209c715bcb5723551105d670cf25fa3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (456).png,1,Doubtful,train,db812926574ec35334b0603bd080c72b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (457).png,1,Doubtful,val,290006fad466ce7afa0368194d30ed89
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (458).png,1,Doubtful,val,4409554d9af1414375b0127cd08877ee
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (459).png,1,Doubtful,train,f246329e809240fcfe5f95a0f0384ea0
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (46).png,1,Doubtful,train,6d7f6e95a2ebbf4207d3f691171bfd7f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (460).png,1,Doubtful,train,08aff53549a8fb38b32271e059f4dcc2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (461).png,1,Doubtful,val,feb055fd99b92a33933782ba4812df77
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (462).png,1,Doubtful,train,b353b1f0b0b5bbe3d493d19cb0d9fa36
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (463).png,1,Doubtful,train,492fabea96576dcec1c74557092ef8b4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (464).png,1,Doubtful,train,52a66cb9a4b7a2c52817d41871002f08
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (465).png,1,Doubtful,train,3e43e220130d5acedc489b8077bdb443
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (466).png,1,Doubtful,val,61691dfd24016a4bf1ca0a57cba8a456
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (467).png,1,Doubtful,train,4f48c841c84a25e239608d0e0b05dd06
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (468).png,1,Doubtful,val,1d2eeea8bfa8b373eb520523c42dab34
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (469).png,1,Doubtful,val,d4ad571e4d241783b7c89c81b13d5e90
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (47).png,1,Doubtful,test,4302daee520d5614c25d2d6271f577a6
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (470).png,1,Doubtful,train,301930c547513f8c04e0b1a060756b23
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (471).png,1,Doubtful,train,955d57e7906c2e25c1ffbb3006101055
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (472).png,1,Doubtful,test,89446add696d6146968ffdc01999ed71
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (473).png,1,Doubtful,train,1b487ab9a56f5cafc859ebf2acf5f5fe
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (474).png,1,Doubtful,train,8580681a628dfe479c1e365035fa262b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (475).png,1,Doubtful,train,675a2a403b04cb23acaef3c398e60aa5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (476).png,1,Doubtful,val,9d4b29826d489d0f4f01a183ebd732c7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (477).png,1,Doubtful,test,1c967f857ff0d84afb48f0d977f37168
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (48).png,1,Doubtful,test,d20182646a956484d71d731ce15bf38a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (49).png,1,Doubtful,val,1945bd81e92d1be0f25ad571599af9c1
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (5).png,1,Doubtful,train,d2a24fb5b74424d1583b44aff2e73a7a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (50).png,1,Doubtful,train,3349e9210151cd30e57b3ad48c58cda5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (51).png,1,Doubtful,test,d4495d447a602e98f9d8ededf29c6593
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (52).png,1,Doubtful,train,5963692169bbeb045cf6e3ba5b8cf4ba
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (53).png,1,Doubtful,train,55544f11a9d5be0d3c88259ee482cdf0
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (54).png,1,Doubtful,train,db9e2c52f25f2c1076849fa99783e4e0
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (55).png,1,Doubtful,train,6e661aac6f9b499aa2fe5ae346aff9c4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (56).png,1,Doubtful,test,0bbb53377f0b92d73aa45f2101edc252
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (57).png,1,Doubtful,train,c1e483e585c5abf00d0f1f9f9027555b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (58).png,1,Doubtful,train,ccc951a65143039b2d899c5dbdcb1721
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (59).png,1,Doubtful,train,731e4346a4ce03a0ba5b0e5db200c2bb
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (6).png,1,Doubtful,val,a78576cb0d16f54df27bb8e37865f3c4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (60).png,1,Doubtful,val,059fb806cdeb30005fb806ba703dd2b3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (61).png,1,Doubtful,train,748d20f7a69e78e7368372265ad1a80d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (62).png,1,Doubtful,train,44d9b1293f62ba524964e9f39cf07689
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (63).png,1,Doubtful,test,7e8f7196033c5a3e0db32edd6eb25cd2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (64).png,1,Doubtful,train,2272bce3198349848dc00d59026279bd
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (65).png,1,Doubtful,test,79cefff5216da71efacf95276cfa4fd9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (66).png,1,Doubtful,train,55e2ad4c444a47ab562bf6576b310b7e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (67).png,1,Doubtful,train,785c1395219ebae8d89d98f1e06bbd12
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (68).png,1,Doubtful,train,0380c4c9034a434fb231899d551cf9a9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (69).png,1,Doubtful,test,6e4232fa07d0d6f185530313a027e6c8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (7).png,1,Doubtful,train,e277fc2b0fd0b1822d5532b14f699246
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (70).png,1,Doubtful,val,cb26b29a22f7746a3c00c0223dcf87ef
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (71).png,1,Doubtful,train,9a521c767252b9dd0691991a49d6ad6e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (72).png,1,Doubtful,train,43e4b891dbc933cf5308f860733baab5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (73).png,1,Doubtful,train,ccee40415892e03af2e8b4ac42f9c9be
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (74).png,1,Doubtful,train,7957910cdeaf950cff02d657b8ae9be2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (75).png,1,Doubtful,train,f63f42712a8045ec5a556366e981c862
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (76).png,1,Doubtful,train,ccee40415892e03af2e8b4ac42f9c9be
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (77).png,1,Doubtful,train,9970ca3fb373d41a8b198a0a40aede07
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (78).png,1,Doubtful,train,29a5fa56562008bc1bfabfe0d0546d3f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (79).png,1,Doubtful,train,09546baf68b872a7bbe0da40cf28c3ea
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (8).png,1,Doubtful,train,3b80075b39e6ab4bd60fe5c34bcffaa8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (80).png,1,Doubtful,train,74317b8eb7bff5ca483e3f18fd1e7eb0
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (81).png,1,Doubtful,val,8ad11a6aad4335d7517971b66b3e0ba1
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (82).png,1,Doubtful,train,54dc22588296d61aea374110dfd59f12
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (83).png,1,Doubtful,train,1a005c1cb3f4c46ae96485795d13e755
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (84).png,1,Doubtful,val,a7096a4535815610767f6835e9327a55
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (85).png,1,Doubtful,train,f7ad2606e37f18ee7f7ba1623781bc2a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (86).png,1,Doubtful,test,c635edb48ef420f3446af686480c9a27
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (87).png,1,Doubtful,train,7674e58d971c32463ee8f85a7cfbd9e2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (88).png,1,Doubtful,train,f8ca37be89704d4e6f40bc3dee0ef744
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (89).png,1,Doubtful,test,1e9df9f0c1a63766030c6dc8cc1fc81a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (9).png,1,Doubtful,train,d1c214877ddbf8400eacbdd41dfbcc40
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (90).png,1,Doubtful,train,0d246a978f05835b409eb3fdc9980cf3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (91).png,1,Doubtful,train,fdf6a075f7d549b6a4e496a798eeebc2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (92).png,1,Doubtful,train,12949c6a960979570d004237b0ce020a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (93).png,1,Doubtful,val,e1dcac2ff2de44471ba6d3d0b271033e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (94).png,1,Doubtful,train,b0cb1ed40608577ec94323cf8cf1409a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (95).png,1,Doubtful,train,08a5878c7158a4755df0adf215f88de3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (96).png,1,Doubtful,train,2ad8cf5ee8d4670d11ca5d4b73019568
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (97).png,1,Doubtful,train,11cbe2da601f4c17124bbd016bb7a7bd
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (98).png,1,Doubtful,test,17753a351c6ff5dba00bd73f34b3c77e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\1Doubtful\DoubtfulG1 (99).png,1,Doubtful,train,728819e6878bac8a40ea5e4312c8aa68
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (1).png,2,Mild,val,436941b274180ac1cd04ade230a9aac4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (10).png,2,Mild,train,0eddc8061cc6fc894f2519952565a1b3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (100).png,2,Mild,test,7fe1e2edfcc237c4372e55f8c94f4768
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (101).png,2,Mild,train,bc9bca0472802481fc3358e04c29de53
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (102).png,2,Mild,val,b18dcee58593ee0f64c8c5ea76225ca8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (103).png,2,Mild,train,11f042977d66f4b57c1632c0e62a2497
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (104).png,2,Mild,train,6a7bafd62d90eb00f6478a101b6670cd
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (105).png,2,Mild,train,7aa81a56789164edf698cb5033d0fb6f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (106).png,2,Mild,val,e31143937a4eb3329d2616c306d74165
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (107).png,2,Mild,val,8be4a5756cfd6d9fd7dfbc0a15a353bf
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (108).png,2,Mild,val,266b6d82ed53a279f53e9d333c08bcdc
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (109).png,2,Mild,train,1c005a7266114fe339a0b4030ca126d0
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (11).png,2,Mild,test,5ae86452ea86b42cad9190af7ce1c8d3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (110).png,2,Mild,train,bc9bca0472802481fc3358e04c29de53
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (111).png,2,Mild,test,45b1cb3ac138c35f3153623e5e376018
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (112).png,2,Mild,train,bb60dadcd9c8baf86d2c7e935b8407c3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (113).png,2,Mild,train,73405d06a44fc1b41aae838833fb3a54
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (114).png,2,Mild,test,1e9a8386a5121f58d8fad96082175596
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (115).png,2,Mild,train,9cd2f7f66d6e6202fe0d79da5b3e4b8b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (116).png,2,Mild,train,e812832377f9445e01bf6077ae1d6210
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (117).png,2,Mild,train,eacf9cfdb37ce3b4360058a11a9ac3ae
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (118).png,2,Mild,train,98a9f1073d5ffb7a16ca907d236c411d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (119).png,2,Mild,train,2f77a4622bc8a3322844b020e026f837
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (12).png,2,Mild,train,991f22b7ac2869f350ce7881d3990d42
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (120).png,2,Mild,train,468157d23d511adfa1499747fa88e55c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (121).png,2,Mild,train,1a60f996f10343113d2ea4a289ab399c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (122).png,2,Mild,train,bf2214cb84955533677f8cf781fb3fc3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (123).png,2,Mild,train,71cff54700461fa1c6470ce6561dfeae
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (124).png,2,Mild,train,1ad330e6d833889ef1fcd75793f6cc34
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (125).png,2,Mild,train,ca78baec3a68f6592cadb1e730eb3258
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (126).png,2,Mild,test,167f8283eec33170971d638b0c71709d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (127).png,2,Mild,train,8ffb268d755b06a69e3592b26c1c1e9f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (128).png,2,Mild,train,9c3f40cb09c300a794285d591db926df
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (129).png,2,Mild,train,4449b65570d33ccd5f97085e39cfddd7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (13).png,2,Mild,train,e06974bc7b279246a10cf9fe009fcb16
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (130).png,2,Mild,test,e30ed316fedd0c5baa4343c534811041
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (131).png,2,Mild,train,6f2870b8b4b96466885a290c9c686e8e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (132).png,2,Mild,test,fb3af3427eb792591ed3183a5f1b334b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (133).png,2,Mild,val,7b7159fd4ba025f75802a980efc2fa97
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (134).png,2,Mild,train,0c0fc25fc4689d7bf642bb401b74df1b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (135).png,2,Mild,test,0f432b908669c41fc8b1ec5bd76f511c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (136).png,2,Mild,train,f18f68891d25dd8f42a64a648ab89b62
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (137).png,2,Mild,train,db7fc511e30bc749e6f113ad68c2ce98
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (138).png,2,Mild,train,e915c6070476691696f304781f30f6b1
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (139).png,2,Mild,train,9367d2cbf2535a536ed99fffa181cb2f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (14).png,2,Mild,train,e46c6d7ce1a9c16c2bc8451d6ca3fb72
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (140).png,2,Mild,train,bac8cd77cae6d3cf3c531f2dbc3e4b2c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\2Mild\MildG2 (141).png,2,Mild,train,205e97feb415195da907610d69422603
